"id","woman","birth_year","migration_background","urban","parental_edu","ability","university","income","owns_home","n_children","oracle_y0","oracle_y1"
375,1,1984,0,1,15.2,1.31,1,46.9,0,2,1.257,0.637
376,0,1958,0,0,15.3,0.06,0,23.5,1,1,2.422,2.052
377,1,1962,0,1,15.5,0.06,1,48.6,0,0,2.172,1.552
378,0,1975,1,0,17.3,-0.55,1,41.1,0,2,2.052,1.682
379,0,1962,0,1,11.2,1.39,1,45.7,1,1,2.259,1.889
380,0,1959,0,1,14,1.13,0,23.5,0,4,2.214,1.844
381,1,1965,1,1,6.4,0.18,0,21.4,1,6,2.907,2.287
382,1,1968,0,1,8.3,-0.77,0,24,0,3,2.572,1.952
383,0,1981,0,0,16.8,1.61,1,51.3,1,0,1.308,0.938
384,1,1956,0,0,17.5,-0.79,1,36.7,1,3,2.471,1.851
385,1,1975,0,0,12.5,-1.03,1,34.1,0,0,2.194,1.574
386,1,1958,0,1,12.7,-0.45,1,36.2,1,1,2.571,1.951
387,1,1965,0,0,11.3,-0.75,0,22.5,1,1,2.572,1.952
388,0,1959,0,0,12.1,0.79,1,45,1,2,2.49,2.12
389,0,1958,0,0,10.5,0.54,0,30.1,1,3,2.668,2.298
390,1,1985,0,1,15.2,0.41,1,41.5,1,2,1.358,0.738
391,1,1962,0,1,12,-0.54,0,18.4,1,4,2.495,1.875
392,1,1975,0,1,5.2,-0.96,0,16.8,1,5,2.569,1.949
393,0,1973,0,1,13.8,2.41,1,49.7,1,1,1.559,1.189
394,0,1957,1,1,8.5,-1.33,0,11.3,1,7,3.266,2.896
395,0,1961,0,0,14.2,1.86,1,57.4,1,2,2.123,1.753
396,1,1971,0,0,11.9,0.52,1,46.3,1,2,2.137,1.517
397,0,1973,0,1,12.6,0.84,0,37,1,2,1.874,1.504
398,1,1968,1,1,16.1,0.83,1,44.6,1,2,2.062,1.442
399,1,1972,0,1,11.1,-2.34,1,28.8,0,1,2.485,1.865
400,0,1975,0,0,11,1.22,1,45.9,1,3,1.956,1.586
401,0,1978,0,1,12.8,0.25,1,45.5,1,1,1.779,1.409
402,0,1981,1,0,15.8,1.96,1,54,1,4,1.571,1.201
403,1,1969,0,1,15.9,1.03,1,53.8,1,0,1.762,1.142
404,0,1980,0,1,9.7,-1.11,0,25.7,0,4,2.121,1.751
405,0,1978,1,1,10.8,-0.27,0,28.1,0,1,2.241,1.871
406,0,1982,0,0,6.4,-0.33,0,19.2,1,3,2.256,1.886
407,0,1978,0,1,16.6,-0.38,1,29.6,0,2,1.621,1.251
408,0,1972,0,1,10.4,-0.7,0,26.3,0,0,2.286,1.916
409,0,1958,0,1,12.5,0.08,1,52.6,1,4,2.505,2.135
410,1,1956,0,0,10.9,0.52,0,29.5,1,5,2.714,2.094
411,1,1978,0,1,15,0.01,1,48,1,2,1.669,1.049
412,0,1967,0,1,7.8,-0.72,0,25.7,0,2,2.632,2.262
413,0,1972,0,0,12.9,0.95,1,35.6,1,4,1.972,1.602
414,1,1957,0,0,10.6,-2.51,0,1.4,0,1,3.154,2.534
415,0,1960,0,1,11.1,0.45,1,25.1,1,5,2.475,2.105
416,0,1975,0,0,10.1,-0.6,1,34.8,1,1,2.289,1.919
417,0,1981,0,0,14.7,0.6,1,55.1,1,1,1.599,1.229
418,0,1977,1,1,12.8,0.01,1,49.6,0,2,2.1,1.73
419,1,1970,0,1,13.8,1.87,1,36.6,1,0,1.743,1.123
420,0,1966,1,0,10.7,0.05,0,25.9,0,4,2.708,2.338
421,0,1973,0,0,16,0.93,1,47,0,1,1.734,1.364
422,0,1980,0,1,10.8,1.61,1,44.3,1,0,1.64,1.27
423,1,1962,0,1,11.3,-0.94,1,32.6,1,3,2.602,1.982
424,0,1976,0,0,14.2,-0.57,0,33.7,1,3,1.978,1.608
425,0,1978,0,1,7.4,-2.38,0,15.5,1,0,2.534,2.164
426,0,1968,0,1,12,-1.94,1,39.9,1,1,2.501,2.131
427,0,1968,0,0,14.1,1.2,1,42.5,0,1,1.991,1.621
428,0,1958,1,1,9.2,0.25,0,20.8,0,1,2.949,2.579
429,0,1976,0,1,7.2,0.28,1,34.2,1,4,2.215,1.845
430,1,1975,0,0,16.3,1.15,1,57.4,0,2,1.614,0.994
431,1,1974,1,0,14.3,0.23,0,34.8,0,2,2.169,1.549
432,0,1957,0,1,11,-1.32,0,22.4,0,2,2.849,2.479
433,1,1958,0,1,8.9,-1.6,0,18.2,0,4,2.997,2.377
434,0,1980,0,0,12.1,-0.76,1,45.7,1,1,2.01,1.64
435,1,1976,0,1,14.1,0.31,1,31.9,1,1,1.753,1.133
436,0,1957,0,1,11.6,-0.49,1,39.9,1,4,2.684,2.314
437,1,1962,1,1,8.6,-0.52,0,18.6,0,2,2.968,2.348
438,0,1974,0,0,6.4,-0.11,0,31.2,1,3,2.495,2.125
439,1,1956,0,1,11.2,-0.08,0,24.4,0,1,2.683,2.063
440,0,1965,0,0,15.4,1.33,1,53.5,0,2,1.986,1.616
441,1,1980,0,1,14.8,1.75,1,63,1,0,1.354,0.734
442,0,1969,1,1,16.8,1.17,1,42.4,0,1,1.932,1.562
443,0,1961,0,0,12.9,0.98,0,30.9,0,1,2.341,1.971
444,0,1982,0,0,11.3,-1.39,0,10.6,1,11,2.089,1.719
445,0,1958,0,1,9.2,-0.76,1,35.5,0,3,2.851,2.481
446,1,1955,0,1,5.7,-1.38,0,15.9,0,0,3.279,2.659
447,0,1972,0,1,12.5,0.23,0,29.9,0,2,2.007,1.637
448,1,1976,1,1,13.8,1.47,1,50,0,0,1.848,1.228
449,0,1955,0,0,10.3,0.74,0,23.5,0,1,2.754,2.384
450,0,1964,1,0,12.3,1.71,0,34.1,0,5,2.419,2.049
451,1,1984,0,0,9.2,-0.13,0,25.9,1,3,1.973,1.353
452,1,1956,0,1,13.5,0.6,1,46.9,1,3,2.428,1.808
453,0,1961,0,0,14.6,0.02,1,48.4,1,3,2.372,2.002
454,1,1980,0,1,14.8,-0.26,1,43.1,1,2,1.655,1.035
455,0,1966,0,1,11.1,0.77,0,37.5,1,2,2.223,1.853
456,0,1972,0,0,11.2,0.12,0,35.4,0,1,2.209,1.839
457,1,1978,0,0,10.2,1.74,1,46.9,1,2,1.829,1.209
458,1,1962,0,0,12.2,2.16,0,34,0,5,2.176,1.556
459,1,1958,0,1,10.8,-0.25,1,28.4,1,2,2.668,2.048
460,1,1977,0,1,12.6,0.1,0,33.9,1,2,1.849,1.229
461,0,1978,1,1,15,-0.65,0,30.7,0,3,2.018,1.648
462,1,1973,0,0,10.4,-1.04,0,19.1,0,1,2.402,1.782
463,1,1973,0,1,15.7,0.98,1,52.4,0,2,1.647,1.027
464,0,1975,0,1,10.5,0.37,0,34.5,0,3,2.016,1.646
465,1,1982,0,1,10.6,0.46,1,33.4,1,1,1.758,1.138
466,0,1960,0,1,14.2,0.28,0,31.6,0,0,2.294,1.924
467,1,1960,0,0,13.9,0.43,0,26.2,0,2,2.392,1.772
468,0,1957,0,1,14.7,-0.08,1,42.7,1,3,2.417,2.047
469,0,1961,0,1,9.8,0.77,0,31.2,0,4,2.478,2.108
470,1,1966,0,1,18.2,1.34,1,44.9,0,0,1.665,1.045
471,1,1963,0,1,8.2,-0.96,0,10.3,0,1,2.777,2.157
472,0,1970,0,0,10.3,0.11,0,24.1,0,5,2.339,1.969
473,0,1967,0,1,13.2,-0.46,0,36.1,1,2,2.234,1.864
474,0,1958,0,1,12.5,1.2,1,44.4,1,2,2.337,1.967
475,1,1965,0,1,14.1,1.17,1,34,1,2,1.997,1.377
476,1,1975,0,1,13.4,-1.45,0,19,0,1,2.097,1.477
477,1,1983,0,1,13.1,0.78,0,39.9,1,1,1.511,0.891
478,0,1979,1,0,13.1,2.72,1,50,1,4,1.706,1.336
479,1,1971,0,1,10.7,1.01,0,27.5,1,3,2.043,1.423
480,1,1962,0,0,14.7,-1.17,1,30.3,1,3,2.51,1.89
481,1,1959,0,0,7.5,-1.34,0,6.6,0,1,3.117,2.497
482,1,1977,0,0,9.7,-0.49,0,26.4,0,0,2.23,1.61
483,1,1977,0,1,16,0.75,1,43.1,0,0,1.525,0.905
484,0,1976,0,1,10.1,0.08,0,29.6,0,0,2.053,1.683
485,1,1959,0,0,9.3,-0.57,0,22.3,1,2,2.882,2.262
486,1,1959,1,1,6.3,0.59,0,29,0,1,3.057,2.437
487,1,1980,0,1,12.8,-0.34,1,31,1,1,1.8,1.18
488,1,1961,1,0,9.8,-0.53,0,19.9,1,4,3.024,2.404
489,0,1955,0,1,7.1,1.26,0,22.7,1,7,2.789,2.419
490,1,1971,0,0,13.4,-0.76,0,27.6,1,4,2.23,1.61
491,0,1976,1,0,10.6,0.56,0,44.7,1,0,2.297,1.927
492,1,1961,1,0,12.7,-1.08,0,22.2,0,1,2.914,2.294
493,1,1975,0,0,10.3,0,0,27.4,0,0,2.185,1.565
494,1,1969,1,0,12.2,0.38,0,22.3,0,3,2.457,1.837
495,0,1959,0,1,7.5,-1.5,0,11.9,0,5,3.041,2.671
496,0,1973,1,0,17.5,-0.33,0,28.9,1,2,2.073,1.703
497,1,1979,0,0,12,-0.73,0,31.4,0,1,2.045,1.425
498,1,1977,0,0,10.5,-1.81,0,12.1,1,2,2.375,1.755
499,0,1957,0,1,10.4,-1.66,0,16.8,1,8,2.94,2.57
500,1,1969,0,1,14.9,1.6,1,52.9,1,0,1.744,1.124
501,0,1961,0,1,10.7,-0.05,1,36.5,1,1,2.542,2.172
502,1,1960,0,0,11.4,-0.18,0,19.9,1,4,2.649,2.029
503,1,1959,0,0,12.9,-0.54,0,20.3,1,1,2.637,2.017
504,0,1969,0,0,10.3,-0.3,0,21.9,1,3,2.434,2.064
505,0,1985,0,0,14.8,0.5,1,36.5,1,2,1.471,1.101
506,0,1966,0,0,12.3,-0.82,0,21.8,1,3,2.481,2.111
507,0,1970,0,1,10,-0.95,0,26.9,1,4,2.417,2.047
508,1,1978,0,1,12.2,1.02,1,39,0,0,1.703,1.083
509,1,1980,0,1,15.6,1.6,1,56.3,0,0,1.323,0.703
510,1,1966,0,1,13.6,-0.74,1,38.6,0,2,2.283,1.663
511,0,1961,0,1,8.4,-1.19,0,22,1,2,2.867,2.497
512,1,1978,0,0,11.9,-0.86,0,24.3,1,2,2.107,1.487
513,0,1973,0,0,10,-0.66,0,25.5,1,3,2.372,2.002
514,0,1955,0,1,9.7,-0.81,0,31.4,1,2,2.927,2.557
515,1,1985,0,0,13.8,0.1,1,46.3,0,1,1.597,0.977
516,0,1979,0,0,15.3,-0.18,0,23.8,0,3,1.743,1.373
517,0,1980,0,1,15,-1.27,1,39.5,1,0,1.794,1.424
518,1,1955,1,1,13.2,-1.02,0,22.9,1,1,2.975,2.355
519,0,1955,0,1,11.4,0.2,0,27.3,0,2,2.662,2.292
520,1,1964,1,1,11.2,-0.63,0,36.2,0,0,2.744,2.124
521,1,1963,0,1,14.2,0.81,1,48.4,1,1,2.112,1.492
522,1,1983,0,1,16.7,0.91,1,51.7,0,0,1.251,0.631
523,1,1963,0,1,8.7,-0.63,0,32.2,0,2,2.694,2.074
524,1,1956,0,0,9,-0.76,0,14,0,4,3.032,2.412
525,0,1956,0,0,10.6,0.25,1,41.9,1,3,2.774,2.404
526,1,1957,0,1,9.2,-0.33,0,20.5,0,2,2.821,2.201
527,0,1984,1,1,11.8,-0.24,1,36.2,0,1,1.966,1.596
528,0,1966,0,0,12.2,1.54,1,51.3,1,0,2.133,1.763
529,0,1969,0,0,12.4,-0.64,0,22.6,0,4,2.346,1.976
530,0,1980,0,0,16.7,1,1,44.9,1,1,1.439,1.069
531,0,1985,0,0,10.1,0.25,0,27,0,2,1.821,1.451
532,0,1984,0,1,11.3,-0.05,1,35.3,1,1,1.72,1.35
533,1,1984,0,0,12.6,-0.42,0,19.1,1,2,1.789,1.169
534,0,1968,0,0,11,0.3,0,23.5,0,2,2.332,1.962
535,1,1982,0,1,7.4,0.49,1,37.4,0,2,1.966,1.346
536,0,1956,0,0,12.3,0.75,1,42.9,1,3,2.586,2.216
537,1,1981,0,1,13.7,1.32,1,47.1,1,0,1.457,0.837
538,0,1971,0,0,12.4,0.46,1,39.1,1,1,2.113,1.743
539,0,1956,0,1,9.5,-0.26,0,17,0,1,2.824,2.454
540,0,1983,0,1,18.3,0.92,1,70.3,0,0,1.143,0.773
541,1,1968,0,0,7.6,-1.1,0,10.9,1,8,2.768,2.148
542,1,1958,0,1,13.3,0.38,0,35.3,1,2,2.406,1.786
543,0,1967,0,1,15.8,0.86,1,39.1,0,1,1.863,1.493
544,1,1966,0,1,7.1,0.01,0,18,0,2,2.603,1.983
545,0,1965,0,0,9.9,-0.54,0,28.3,0,1,2.632,2.262
546,0,1973,0,1,14.2,0.7,1,42.3,1,1,1.789,1.419
547,1,1985,1,1,15.4,-0.42,0,26.2,0,3,1.719,1.099
548,0,1977,0,0,12.4,-0.15,1,35.8,1,2,2,1.63
549,1,1985,0,1,13.4,-0.27,1,47.9,1,1,1.579,0.959
550,0,1963,0,0,12.9,-1.1,1,38.4,1,2,2.585,2.215
551,1,1982,0,1,13.2,-0.17,0,26,1,2,1.68,1.06
552,0,1974,0,1,12.1,-0.9,0,34.1,0,2,2.134,1.764
553,1,1985,0,1,11.3,-0.36,0,38.4,1,3,1.732,1.112
554,0,1982,0,1,9.6,-0.78,0,21.7,1,4,2.01,1.64
555,0,1981,0,1,13.4,-0.13,1,50,1,3,1.695,1.325
556,0,1975,0,1,12.7,-0.31,1,30,0,1,1.973,1.603
557,0,1980,1,0,14,1.01,1,55.6,1,0,1.867,1.497
558,1,1966,0,0,9.7,-0.37,0,22.3,0,1,2.586,1.966
559,0,1967,1,0,13.9,-0.14,0,38,0,1,2.489,2.119
560,0,1974,0,0,14.7,1.12,0,42.5,1,0,1.758,1.388
561,1,1983,0,1,12.1,-1.82,0,21.8,0,2,1.966,1.346
562,1,1972,0,0,12.3,-0.41,0,27.1,1,2,2.216,1.596
563,1,1981,0,1,18.4,-0.4,1,44.1,1,0,1.402,0.782
564,0,1959,0,1,8.8,-0.91,0,15.3,1,2,2.865,2.495
565,0,1985,0,1,11.8,-0.57,0,25.6,0,1,1.73,1.36
566,0,1956,0,0,11.2,0.03,0,23.9,0,2,2.768,2.398
567,1,1960,0,1,17.7,1.24,1,49,1,1,1.917,1.297
568,1,1976,1,0,12,-0.09,1,28.3,1,2,2.302,1.682
569,1,1967,0,0,12,0.11,0,24.1,1,5,2.327,1.707
570,0,1973,0,1,8.2,0.3,0,35.5,0,2,2.248,1.878
571,0,1964,1,1,14,2.09,1,53.4,0,3,2.15,1.78
572,1,1963,0,1,11.5,-1.28,0,21.1,0,5,2.605,1.985
573,0,1970,0,1,11.3,-0.72,0,12.5,0,2,2.297,1.927
574,0,1985,0,1,9,0.02,0,33.5,0,1,1.828,1.458
575,0,1960,0,0,14.1,0.68,1,35.2,0,1,2.34,1.97
576,0,1970,0,1,12.1,0.14,0,26.2,0,3,2.115,1.745
577,1,1963,0,1,9.2,1.81,1,38.2,1,3,2.295,1.675
578,0,1965,0,1,8.5,-1.06,0,22,1,1,2.705,2.335
579,0,1964,0,0,11.5,-1.46,0,14.7,1,4,2.699,2.329
580,1,1976,0,1,14.7,-0.41,1,39.6,0,0,1.82,1.2
581,1,1977,1,1,11.6,0.42,0,35.8,1,6,2.118,1.498
582,1,1966,0,1,13.5,-0.58,1,32.8,1,0,2.266,1.646
583,0,1978,0,0,12.9,0.47,1,47.4,1,2,1.839,1.469
584,0,1974,0,0,12.6,0.49,1,48,0,3,1.993,1.623
585,1,1985,0,1,9.5,-1.32,0,10.8,1,3,1.996,1.376
586,0,1972,1,1,11.5,-1.51,1,26.6,1,2,2.584,2.214
587,1,1972,0,1,13,0.42,1,42.9,1,0,1.945,1.325
588,1,1985,0,0,15.4,-0.28,1,50,1,1,1.548,0.928
589,1,1965,0,1,8.4,1.79,0,27.2,0,4,2.283,1.663
590,1,1974,0,1,14.8,0.08,1,51.6,0,2,1.808,1.188
591,1,1965,1,1,14.7,0.83,1,38.7,1,1,2.259,1.639
592,0,1979,0,1,7.5,0.5,0,31.4,0,4,2.061,1.691
593,0,1962,0,1,5.4,-2.2,0,19.2,0,2,3.183,2.813
594,0,1974,0,1,8.5,-0.6,1,25.5,0,0,2.329,1.959
595,0,1962,1,0,8.9,-1.75,0,14.4,1,4,3.233,2.863
596,0,1955,0,0,7.5,-0.27,0,24.9,0,2,3.091,2.721
597,0,1974,0,1,13,0.68,0,22.2,1,5,1.837,1.467
598,1,1961,0,1,14.3,1.79,1,52,1,2,2.027,1.407
599,0,1972,0,0,14.5,-0.21,0,29.2,0,2,2.039,1.669
600,1,1964,0,1,10.5,-0.59,0,23.4,1,5,2.534,1.914
601,0,1979,0,0,13.7,1.04,1,38.7,1,1,1.667,1.297
602,1,1962,0,1,11.5,0.69,0,28.9,1,2,2.345,1.725
603,0,1978,0,0,13.5,1.52,0,42.3,0,1,1.643,1.273
604,1,1976,0,1,12.7,3.64,1,64.5,1,1,1.346,0.726
605,0,1977,0,1,9.1,-0.95,0,12.9,0,0,2.24,1.87
606,0,1964,0,1,8.6,-1.12,0,20.4,0,0,2.74,2.37
607,1,1969,0,0,18.6,1.3,1,47.3,0,1,1.641,1.021
608,1,1962,0,1,6.7,-1.11,0,12.3,0,6,2.933,2.313
609,0,1980,0,1,13.6,0.13,1,58.7,1,1,1.676,1.306
610,1,1969,0,0,12.4,1,1,46,1,2,2.1,1.48
611,0,1961,1,0,13.3,0.56,1,38,0,0,2.628,2.258
612,1,1980,0,0,12,-1.34,0,24.1,0,2,2.104,1.484
613,0,1975,0,0,10.7,1.72,1,41.7,1,2,1.901,1.531
614,1,1957,0,0,7.1,-0.06,0,15.3,0,6,3.019,2.399
615,1,1959,1,1,16,-0.22,1,44.9,1,2,2.533,1.913
616,1,1957,0,1,8.1,-1.68,0,10.7,1,5,3.096,2.476
617,1,1977,0,1,12.3,-0.59,0,26,1,4,1.973,1.353
618,1,1956,0,0,8.6,-0.26,0,22.9,0,4,2.983,2.363
619,1,1960,0,0,12.4,-0.49,0,22.2,1,4,2.629,2.009
620,0,1979,1,1,11.1,-0.04,0,28.4,0,2,2.152,1.782
621,0,1972,1,0,9.4,-0.33,0,19,0,3,2.646,2.276
622,1,1968,0,0,12.5,0.77,1,45.1,0,1,2.161,1.541
623,0,1980,0,0,14.7,1.63,0,37.8,0,1,1.478,1.108
624,1,1965,0,0,11.5,0.2,0,35.2,0,2,2.416,1.796
625,1,1963,0,1,10.1,-0.24,0,24.9,0,3,2.543,1.923
626,0,1975,0,0,10.5,-2.19,0,14.4,1,4,2.501,2.131
627,1,1959,0,0,7.5,-1.13,0,15.2,0,3,3.085,2.465
628,1,1968,0,1,10.4,1.19,0,33.9,0,0,2.139,1.519
629,0,1964,0,0,11.5,-0.48,1,32,1,2,2.552,2.182
630,1,1958,0,1,12.5,1.1,1,48.3,1,3,2.352,1.732
631,0,1979,1,0,7.9,0.55,0,22,0,1,2.376,2.006
632,0,1978,0,0,11.6,0.26,0,32.8,1,2,1.957,1.587
633,0,1984,0,1,10.5,-0.61,1,43.9,1,0,1.857,1.487
634,1,1957,0,0,10.9,0.7,0,27.1,0,1,2.652,2.032
635,0,1959,0,1,13.1,0.32,1,42.3,0,0,2.395,2.025
636,1,1979,0,0,11.6,1.42,1,56.1,1,0,1.75,1.13
637,1,1967,0,1,15.9,0.14,0,26.9,1,4,1.964,1.344
638,1,1976,0,1,6,0.08,0,27.2,0,3,2.326,1.706
639,1,1966,0,1,15.1,1.68,1,59.3,1,1,1.82,1.2
640,1,1967,0,1,9.2,-1.42,0,20.3,1,6,2.644,2.024
641,1,1984,1,0,12.7,0.88,0,46.4,0,1,1.837,1.217
642,1,1984,1,0,10.5,-1.16,1,34.6,1,1,2.289,1.669
643,1,1973,0,1,7.8,0.08,1,32.8,1,4,2.307,1.687
644,1,1965,0,1,17.4,0.62,0,24.4,1,6,1.86,1.24
645,0,1964,0,0,11.1,-0.4,0,21.7,0,1,2.567,2.197
646,1,1966,0,1,9.1,-1.41,0,15.7,0,4,2.683,2.063
647,1,1963,0,1,12,0.95,1,30.7,1,4,2.238,1.618
648,1,1973,0,1,14.5,-0.31,1,41.8,0,1,1.92,1.3
649,1,1970,0,1,12.1,-1.14,0,29.9,1,3,2.307,1.687
650,0,1979,1,1,12.4,0.04,0,29.6,1,2,2.054,1.684
651,1,1975,0,1,13,0.19,1,46.8,0,0,1.878,1.258
652,1,1975,0,1,12.6,1.29,1,52.3,0,2,1.739,1.119
653,1,1968,1,0,8.5,0.57,0,29.2,0,2,2.707,2.087
654,0,1979,0,0,10.3,-0.52,0,22.4,0,3,2.128,1.758
655,0,1972,1,0,11.9,-0.63,0,31.3,0,3,2.526,2.156
656,0,1960,0,0,7.4,-0.01,0,18.3,1,3,2.89,2.52
657,1,1985,0,0,14,0.14,1,42.5,0,2,1.579,0.959
658,1,1975,0,1,13.7,-0.12,0,32.2,1,4,1.877,1.257
659,1,1966,0,0,15.2,0.89,1,56.6,1,1,2.032,1.412
660,1,1974,0,1,13.5,1.11,1,48.7,1,2,1.74,1.12
661,0,1964,0,0,12.4,-0.93,1,24.9,1,2,2.559,2.189
662,0,1980,0,0,11.9,-1.38,0,22.9,0,2,2.115,1.745
663,1,1955,0,1,13.7,-0.85,0,28.9,1,4,2.667,2.047
664,0,1977,0,1,11.6,-0.94,0,34.8,1,3,2.071,1.701
665,0,1966,0,0,12.2,-0.33,0,26.9,0,3,2.415,2.045
666,0,1956,1,1,7.6,-0.36,0,16.9,1,8,3.214,2.844
667,0,1960,0,0,7.9,-0.82,0,21.1,1,4,2.978,2.608
668,1,1960,0,0,11.7,0.13,1,28.4,0,2,2.582,1.962
669,0,1962,0,0,14.1,1.14,0,15.6,0,3,2.204,1.834
670,1,1977,1,1,10.1,-1.48,0,26.3,1,3,2.503,1.883
671,1,1955,0,1,12.1,-0.24,0,24.1,1,4,2.681,2.061
672,1,1981,0,1,12.7,0.19,1,50.5,1,1,1.693,1.073
673,0,1975,0,1,12.2,-1.77,0,18.7,1,2,2.224,1.854
674,0,1959,0,0,11.6,-0.35,0,16,0,2,2.695,2.325
675,0,1955,0,1,11.3,0.64,0,31.4,0,3,2.603,2.233
676,1,1979,0,1,12.9,2.22,1,58,0,2,1.443,0.823
677,1,1964,0,0,18.5,1.96,1,57.4,1,1,1.72,1.1
678,1,1962,0,1,20.9,0.75,1,55.3,1,0,1.71,1.09
679,1,1968,1,0,14.5,0.24,1,41.8,1,3,2.358,1.738
680,1,1981,0,1,14.6,0.19,1,43.5,0,1,1.566,0.946
681,1,1979,0,1,12.5,2.41,1,47.6,1,0,1.441,0.821
682,0,1974,1,1,11.6,-0.52,0,29.5,0,3,2.361,1.991
683,1,1968,0,1,9.2,-0.29,0,28.1,0,1,2.441,1.821
684,0,1963,0,0,10.4,0.23,0,24.2,0,3,2.552,2.182
685,1,1971,0,1,6.2,0.38,0,15.4,0,3,2.437,1.817
686,0,1972,0,1,12.5,-0.18,1,41.3,0,0,2.068,1.698
687,0,1962,0,0,11.1,-0.14,0,30.2,0,5,2.594,2.224
688,0,1964,0,0,9.3,0.13,0,26.6,1,0,2.607,2.237
689,0,1972,0,0,10.6,-0.91,0,15.8,1,5,2.403,2.033
690,0,1967,0,1,17.7,1.04,1,46.4,1,1,1.709,1.339
691,1,1974,0,0,10.8,-0.9,0,30.1,0,3,2.321,1.701
692,0,1974,1,1,6.1,-1.69,0,5.3,0,3,2.903,2.533
693,1,1955,0,1,11.7,-1,0,30.7,1,6,2.822,2.202
694,0,1960,0,1,11.2,0.47,0,30.7,0,1,2.465,2.095
695,1,1970,0,1,8.3,0.13,0,19.1,0,0,2.368,1.748
696,1,1966,0,1,10.7,-0.17,0,34.6,0,3,2.39,1.77
697,0,1976,1,0,11.2,1.38,1,45.3,1,2,2.134,1.764
698,0,1958,0,1,9.4,-0.25,0,18.1,0,2,2.761,2.391
699,1,1976,0,1,12.8,-0.75,0,31.7,1,2,1.997,1.377
700,0,1969,0,1,12.7,1.89,1,51.8,0,0,1.846,1.476
701,1,1958,0,0,12.5,0.55,0,29.8,0,3,2.534,1.914
702,0,1982,0,0,15.1,0.82,1,51.2,1,0,1.504,1.134
703,0,1972,0,1,11.4,-0.1,0,26.9,0,3,2.13,1.76
704,0,1980,0,1,11.5,-1.15,0,22.7,0,2,2.008,1.638
705,1,1956,0,0,9.9,0.8,0,27.8,0,2,2.738,2.118
706,0,1965,1,0,11.1,0.28,0,17.8,0,2,2.68,2.31
707,0,1963,1,0,13.9,0.68,1,45.3,1,2,2.501,2.131
708,1,1980,0,1,15.4,-0.52,1,37.2,0,3,1.655,1.035
709,0,1975,0,0,12.1,0.89,1,42.3,1,4,1.932,1.562
710,0,1960,0,1,15.6,0.24,0,25.3,1,3,2.207,1.837
711,0,1985,0,0,13.4,-1.17,1,31.2,1,5,1.815,1.445
712,1,1958,0,1,11.2,0.05,1,28.4,1,2,2.596,1.976
713,1,1977,1,0,13.3,-0.48,0,33.5,1,1,2.24,1.62
714,0,1960,0,0,13.7,0.75,1,59.7,1,2,2.357,1.987
715,0,1972,0,0,11.1,-0.59,0,27.7,0,2,2.322,1.952
716,1,1983,0,1,15.1,0.68,1,46,0,1,1.392,0.772
717,0,1963,0,0,10.9,1.41,1,39.5,1,4,2.342,1.972
718,0,1976,0,1,16.8,1.03,1,39.6,1,2,1.465,1.095
719,0,1966,1,1,15.9,1.75,1,47.4,1,1,2.006,1.636
720,1,1958,0,1,8.8,-2.04,0,17.1,0,5,3.068,2.448
721,1,1974,0,1,12.5,0.29,1,48.2,0,0,1.929,1.309
722,0,1970,0,1,6.6,-1.45,0,12.7,1,4,2.719,2.349
723,0,1961,1,0,12.3,0.05,0,35.3,0,3,2.771,2.401
724,1,1974,0,1,16.4,-0.57,1,30.3,1,1,1.798,1.178
725,0,1985,0,1,14.4,1.81,1,53.3,1,0,1.201,0.831
726,1,1980,1,1,10.5,-1.08,0,16.6,1,4,2.314,1.694
727,0,1983,0,0,9.2,0.69,1,43.8,0,1,1.882,1.512
728,0,1955,1,0,7.8,-0.15,0,20,1,6,3.304,2.934
729,1,1971,0,1,9.9,-1.28,1,34.6,0,0,2.44,1.82
730,0,1978,1,1,13.4,1.26,1,55.1,1,3,1.839,1.469
731,1,1965,0,1,12.8,0.05,0,41.5,0,4,2.251,1.631
732,0,1984,0,0,14.2,-0.18,1,40.5,1,0,1.646,1.276
733,0,1978,1,0,18.9,-0.53,1,50.5,0,1,1.841,1.471
734,0,1981,0,1,13.3,0.33,1,50.1,0,0,1.632,1.262
735,1,1974,0,1,14.7,1.38,0,34.2,1,5,1.62,1
736,1,1957,0,0,10.3,-0.31,0,24.6,0,2,2.844,2.224
737,1,1967,0,1,10.8,-0.27,1,37,0,0,2.364,1.744
738,0,1980,0,0,16.4,-0.16,1,43.7,1,1,1.634,1.264
739,1,1974,0,1,12.4,-0.17,0,26.1,1,2,2.005,1.385
740,1,1973,1,1,15.3,-0.06,0,24.2,0,2,2.08,1.46
741,1,1973,0,1,12.3,0,1,44.2,0,2,2.02,1.4
742,0,1982,0,1,12.4,-1.22,1,35,1,1,1.89,1.52
743,1,1974,0,0,12.8,-2.32,1,27.6,0,0,2.401,1.781
744,0,1963,0,1,16.4,-0.39,1,39.1,0,3,2.146,1.776
745,1,1961,0,0,9.6,-1.15,0,18.2,1,3,2.88,2.26
746,1,1955,1,1,11.3,0.32,0,26.6,0,0,2.901,2.281
747,0,1960,1,1,10.6,-0.55,0,17.5,0,2,2.908,2.538
748,1,1960,0,1,15.4,-0.05,0,31.5,0,2,2.263,1.643
749,1,1975,0,0,12.6,2.47,1,51.1,0,3,1.661,1.041
